Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
SSD,SSD7CS1311-480-RB,PNY,CS1311 480GB,451,81.8,18922,https://ssd.userbenchmark.com/PNY-CS1311-480GB/Rating/3616
SSD,CSSD-P256GBP-BK,Corsair,Performance Pro 256GB,452,81.8,318,https://ssd.userbenchmark.com/Corsair-Performance-Pro-256GB/Rating/45
SSD,CT250BX100SSD1,Crucial,BX100 250GB,453,81.7,70307,https://ssd.userbenchmark.com/Crucial-BX100-250GB/Rating/3145
SSD,HDTS225EZSTA,Toshiba,HG5d Q Series 256GB,454,81.7,3223,https://ssd.userbenchmark.com/Toshiba-HG5d-Q-Series-256GB/Rating/1624
SSD,HDTS225XZSTA,Toshiba,HG5d Q Series 256GB,454,81.7,3223,https://ssd.userbenchmark.com/Toshiba-HG5d-Q-Series-256GB/Rating/1624
SSD,SSD7SC240GOPT-RB,PNY,Optima 240GB,455,81.7,788,https://ssd.userbenchmark.com/SpeedTest/7567/SSD2SC240G1SA754D117-443
SSD,SSD2SC240G1SA754D117,PNY,Optima 240GB,455,81.7,788,https://ssd.userbenchmark.com/SpeedTest/7567/SSD2SC240G1SA754D117-443
SSD,SDSSDH3-250G-G25,SanDisk,Ultra 3D 250GB,456,81.6,10025,https://ssd.userbenchmark.com/SanDisk-Ultra-3D-250GB/Rating/3952
SSD,THNSNS240GBSP,Toshiba,THNSNS Series 240GB,457,81.6,95,https://ssd.userbenchmark.com/SpeedTest/4786/TOSHIBA-THNSNS240GBSP
SSD,SSDSC2BB480G4,Intel,S3500 Series 480GB,458,81.6,1718,https://ssd.userbenchmark.com/SpeedTest/16864/INTEL-SSDSC2BB480G4
SSD,SD8SB8U-1T00-1122,SanDisk,X400 1TB,459,81.5,2748,https://ssd.userbenchmark.com/SpeedTest/66487/SanDisk-SD8SB8U1T001122
SSD,SD6SB2M-256G-1022I,SanDisk,X210 256GB,460,81.5,229,https://ssd.userbenchmark.com/SpeedTest/2244/SanDisk-SD6SB2M256G1022I
SSD,,Plextor,PX-256M6M 256GB,461,81.5,264,https://ssd.userbenchmark.com/SpeedTest/9887/PLEXTOR-PX-256M6M
SSD,SDSSDHP-256G-G25,SanDisk,Ultra Plus 256GB,462,81.4,17545,https://ssd.userbenchmark.com/SanDisk-Ultra-Plus-256GB/Rating/1511
SSD,WDS500G1B0A,WD,Blue 500GB,463,81.4,33731,https://ssd.userbenchmark.com/SpeedTest/192687/WDC-WDS500G1B0A-00H9H0
SSD,SDSSDHII-960G-G25,SanDisk,Ultra II 960GB,464,81.3,51938,https://ssd.userbenchmark.com/SanDisk-Ultra-II-960GB/Rating/3582
SSD,VTX460A-25SAT3-120G,OCZ,Vertex 460A 120GB,465,81.2,1032,https://ssd.userbenchmark.com/OCZ-Vertex-460A-120GB/Rating/3490
SSD,,Samsung,MZ7PD128HAFV-000 128GB,466,81.2,1744,https://ssd.userbenchmark.com/SpeedTest/9510/SAMSUNG-MZ7PD128HAFV-000
SSD,,Toshiba,THNSNH512GCST 512GB,467,81.1,323,https://ssd.userbenchmark.com/SpeedTest/12185/TOSHIBA-THNSNH512GCST
SSD,TRN150-25SAT3-480G,OCZ,Trion 150 480GB,468,81.1,21032,https://ssd.userbenchmark.com/OCZ-Trion-150-480GB/Rating/3620
SSD,CT960BX200SSD1,Crucial,BX200 960GB,469,81.1,1707,https://ssd.userbenchmark.com/Crucial-BX200-960GB/Rating/3628
SSD,CSSD-N240GBGTXB-BK,Corsair,Neutron GTX 240GB,470,81,3421,https://ssd.userbenchmark.com/Corsair-Neutron-GTX-240GB/Rating/1404
SSD,SD6SB2M-512G-1022I,SanDisk,X210 512GB,471,80.8,2276,https://ssd.userbenchmark.com/SpeedTest/16627/SanDisk-SD6SB2M512G1022I
SSD,RADEON-R7SSD-120G,OCZ,AMD Radeon R7 120GB,472,80.8,1695,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-120GB/Rating/3492
SSD,,Plextor,PX-256M3P 256GB,473,80.8,128,https://ssd.userbenchmark.com/SpeedTest/3332/PLEXTOR-PX-256M3P
SSD,SH103S3/240G,Kingston,HyperX 3K 240GB,474,80.6,27495,https://ssd.userbenchmark.com/Kingston-HyperX-3K-240GB/Rating/1818
SSD,2AP97AA#ABL,HP,S700 Pro 128GB,475,80.4,966,https://ssd.userbenchmark.com/SpeedTest/300937/HP-SSD-S700-Pro
SSD,HDTS212EZSTA,Toshiba,HG5d Q Series 128GB,476,80.3,2624,https://ssd.userbenchmark.com/SpeedTest/2325/TOSHIBA-THNSNH128GBST
SSD,HDTS212XZSTA,Toshiba,HG5d Q Series 128GB,476,80.3,2624,https://ssd.userbenchmark.com/SpeedTest/2325/TOSHIBA-THNSNH128GBST
SSD,THNSNH128GBST,Toshiba,HG5d Q Series 128GB,476,80.3,2624,https://ssd.userbenchmark.com/SpeedTest/2325/TOSHIBA-THNSNH128GBST
SSD,SSD7CS900-960-RB,PNY,CS900 960GB,477,80.3,10550,https://ssd.userbenchmark.com/SpeedTest/443150/PNY-CS900-960GB-SSD
SSD,CT120BX300SSD1,Crucial,BX300 120GB,478,80.2,12616,https://ssd.userbenchmark.com/Crucial-BX300-120GB/Rating/3945
SSD,MKNSSDTR480GB,Mushkin,Triactor 480GB,479,80.1,2400,https://ssd.userbenchmark.com/SpeedTest/80762/MKNSSDTR480GB
SSD,,Adata,SP600 256GB,480,80,4724,https://ssd.userbenchmark.com/SpeedTest/8707/ADATA-SP600
SSD,TS256GSSD370,Transcend,SSD370 256GB,481,80,5249,https://ssd.userbenchmark.com/Transcend-SSD370-256GB/Rating/2701
SSD,GP-GSTFS30512GTTD,Gigabyte,UD PRO 512GB,482,79.9,4055,https://ssd.userbenchmark.com/SpeedTest/522549/GIGABYTE-GP-GSTFS30512GTTD
SSD,,Samsung,MZFLV128 NVMe PCIe M.2 128GB,483,79.9,2328,https://ssd.userbenchmark.com/SpeedTest/36806/NVMe-SAMSUNG-MZFLV128
SSD,TS256GMTS600,Transcend,MTS600 M.2 256GB,484,79.9,210,https://ssd.userbenchmark.com/SpeedTest/15991/TS256GMTS600
SSD,CT525MX300SSD4,Crucial,MX300 SATA M.2 525GB,485,79.8,27593,https://ssd.userbenchmark.com/SpeedTest/174014/Crucial-CT525MX300SSD4
SSD,WDS250G2B0B,WD,Blue 3D SATA M.2 250GB,486,79.8,19579,https://ssd.userbenchmark.com/SpeedTest/341807/WDC-WDS250G2B0B-00YS70
SSD,ASP550SS3-960GM-C,Adata,Premier SP550 960GB,487,79.7,1212,https://ssd.userbenchmark.com/Adata-Premier-SP550-960GB/Rating/3625
SSD,SKC400S37/256G,Kingston,SSDNow KC400 256GB,488,79.4,4012,https://ssd.userbenchmark.com/SpeedTest/79042/KINGSTON-SKC400S37256G
SSD,ASP920SS3-512GM-C,Adata,Premier Pro SP920 512GB,489,79.3,361,https://ssd.userbenchmark.com/SpeedTest/26813/ADATA-SP920SS
SSD,WDS250G1B0A,WD,Blue 250GB,490,79.3,47561,https://ssd.userbenchmark.com/SpeedTest/191455/WDC-WDS250G1B0A-00H9H0
SSD,HDTS425XZSTA,Toshiba,Q300 Pro 256GB,491,79.2,1412,https://ssd.userbenchmark.com/SpeedTest/35467/TOSHIBA-Q300-Pro
SSD,CSSD-N256GB3-BK,Corsair,Neutron 256GB,492,79.2,1100,https://ssd.userbenchmark.com/SpeedTest/2557/Corsair-Neutron-SSD
SSD,MKNSSDE3240GB,Mushkin,ECO3 240GB,493,79.2,1245,https://ssd.userbenchmark.com/SpeedTest/82991/MKNSSDE3240GB
SSD,SD6SB1M-256G-1022I,SanDisk,X110 256GB,494,79.1,4989,https://ssd.userbenchmark.com/SpeedTest/6828/SanDisk-SD6SB1M256G1022I
SSD,MTFDDAK480MBB,Micron,M500DC 480GB,495,79.1,293,https://ssd.userbenchmark.com/SpeedTest/21867/Micron-M500DC-MT
SSD,SHSS37A/120G,HyperX,Savage 120GB,496,79.1,8855,https://ssd.userbenchmark.com/HyperX-Savage-120GB/Rating/3496
SSD,PX-256M5M,Plextor,M5M mSATA 256GB,497,79.1,416,https://ssd.userbenchmark.com/Plextor-M5M-mSATA-256GB/Rating/1626
SSD,ASP920SS3-256GM-C,Adata,Premier Pro SP920 256GB,498,79,2823,https://ssd.userbenchmark.com/Adata-Premier-Pro-SP920-256GB/Rating/3454
SSD,SD7UB2Q-512G-1022,SanDisk,X300s SATA 512GB,499,79,90,https://ssd.userbenchmark.com/SpeedTest/16017/SanDisk-SD7UB2Q512G1122
SSD,SSDSC2KW010X6,Intel,540s Series 1TB,500,78.9,1843,https://ssd.userbenchmark.com/SpeedTest/123180/INTEL-SSDSC2KW010X6
SSD,,Samsung,SM841 mSATA 256GB,501,78.9,1284,https://ssd.userbenchmark.com/SpeedTest/4244/SAMSUNG-SSD-SM841-mSATA-256GB
SSD,CSSD-F240GBGS-BK,Corsair,Force GS 240GB,502,78.9,4179,https://ssd.userbenchmark.com/SpeedTest/2047/Corsair-Force-GS
SSD,SKC400S37/128G,Kingston,SSDNow KC400 128GB,503,78.8,1282,https://ssd.userbenchmark.com/SpeedTest/78104/KINGSTON-SKC400S37128G
SSD,THNSNJ128GCSU,Toshiba,HG6 128GB,504,78.8,5641,https://ssd.userbenchmark.com/SpeedTest/12239/TOSHIBA-THNSNJ128GCSU
SSD,SSDSC2BB300G4,Intel,S3500 Series 300GB,505,78.8,488,https://ssd.userbenchmark.com/SpeedTest/9352/INTEL-SSDSC2BB300G4
SSD,,PNY,SSD2SC120G709A104-432278 120GB,506,78.8,112,https://ssd.userbenchmark.com/SpeedTest/7030/SSD2SC120G709A104-432278
SSD,,Micron,M600 SATA M.2 256GB,507,78.8,3266,https://ssd.userbenchmark.com/SpeedTest/22043/Micron-M600-MTFDDAV256MBF
SSD,,Liteonit,LMT-256 256GB,508,78.6,163,https://ssd.userbenchmark.com/SpeedTest/6096/LITEONIT-LITEONIT-LMT-256
SSD,TS256GSSD340,Transcend,SSD340 256GB,509,78.5,1962,https://ssd.userbenchmark.com/SpeedTest/3495/TS256GSSD340
SSD,CT500MX200SSD1,Crucial,MX200 500GB,510,78.5,25343,https://ssd.userbenchmark.com/Crucial-MX200-500GB/Rating/3504
SSD,WDS500G1B0B,WD,Blue SATA M.2 500GB,511,78.4,8413,https://ssd.userbenchmark.com/SpeedTest/209713/WDC-WDS500G1B0B-00AS40
SSD,HDTS412XZSTA,Toshiba,Q300 Pro 128GB,512,78.4,280,https://ssd.userbenchmark.com/SpeedTest/41261/TOSHIBA-Q300-Pro
SSD,SSDSC2CW240A3,Intel,520 Series 240GB,513,78.4,12595,https://ssd.userbenchmark.com/SpeedTest/3641/INTEL-SSDSC2CW240A3
SSD,PX-256M3,Plextor,M3 256GB,514,78.4,237,https://ssd.userbenchmark.com/SpeedTest/3752/PLEXTOR-PX-256M3
SSD,SKC300S37A/240G,Kingston,SSDNow KC300 240GB,515,78.3,2054,https://ssd.userbenchmark.com/SpeedTest/8366/KINGSTON-SKC300S37A240G
SSD,CSSD-N120GBGTXB-BK,Corsair,Neutron GTX 120GB,516,78.2,2261,https://ssd.userbenchmark.com/SpeedTest/1081/Corsair-Neutron-GTX-SSD
SSD,,Liteonit,LCS-128L9S-11 2.5 7mm 128GB,517,78.2,504,https://ssd.userbenchmark.com/SpeedTest/8908/LITEON-IT-LCS-128L9S-11-25-7mm-128GB
SSD,ST240FP0021,Seagate,600 Pro 240GB,518,78.2,351,https://ssd.userbenchmark.com/SpeedTest/7447/ST240FP0021
SSD,,Plextor,PX-128M5 128GB,519,78.1,177,https://ssd.userbenchmark.com/SpeedTest/4068/PLEXTOR-PX-128M5
SSD,CSSD-F240GBGT-BK,Corsair,Force GT 240GB,520,78.1,4125,https://ssd.userbenchmark.com/SpeedTest/1132/Corsair-Force-GT
SSD,,Samsung,SM841 2.5" 7mm 128GB,521,78,4859,https://ssd.userbenchmark.com/SpeedTest/5663/SAMSUNG-SSD-SM841-25--7mm-128GB
SSD,MKNSSDST240GB,Mushkin,Striker 240GB,522,77.9,124,https://ssd.userbenchmark.com/SpeedTest/36396/MKNSSDST240GB
SSD,MKNSSDTR240GB,Mushkin,Triactor 240GB,523,77.9,626,https://ssd.userbenchmark.com/SpeedTest/76610/MKNSSDTR240GB
SSD,SHSS37A/480G,HyperX,Savage 480GB,524,77.8,210,https://ssd.userbenchmark.com/HyperX-Savage-480GB/Rating/3602
SSD,,Plextor,PX-128M3P 128GB,525,77.8,229,https://ssd.userbenchmark.com/SpeedTest/3527/PLEXTOR-PX-128M3P
SSD,VX500-25SAT3-128G,Toshiba,OCZ VX500 128GB,526,77.8,108,https://ssd.userbenchmark.com/SpeedTest/194663/TOSHIBA-VX500
SSD,,Liteonit,LMT-256L9M-11 MSATA 256GB,527,77.8,2178,https://ssd.userbenchmark.com/SpeedTest/12690/LITEONIT-LMT-256L9M-11-MSATA-256GB
SSD,SH100S3/240G,Kingston,HyperX 240GB,528,77.7,502,https://ssd.userbenchmark.com/Kingston-HyperX-240GB/Rating/1327
SSD,CSSD-N240GB3-BK,Corsair,Neutron (v0) 240GB,529,77.7,368,https://ssd.userbenchmark.com/Corsair-Neutron-v0-240GB/Rating/1405
SSD,SD7SB3Q-128G-1002,SanDisk,X300s Non-Secure 256GB,530,77.5,2886,https://ssd.userbenchmark.com/SpeedTest/20604/SanDisk-SD7SB3Q256G1002
SSD,VTX3-25SAT3-240G,OCZ,Vertex 3 240GB,531,77.4,4893,https://ssd.userbenchmark.com/SpeedTest/2653/OCZ-VERTEX3
SSD,,Geil,Zenith A3 240GB,532,77.2,82,https://ssd.userbenchmark.com/SpeedTest/22706/GeIL-ZENITH-A3-240GB
SSD,HDTS748XZSTA,Toshiba,Q300 480GB,533,77.2,7123,https://ssd.userbenchmark.com/SpeedTest/38603/TOSHIBA-Q300
SSD,HDTS748EZSTA,Toshiba,Q300 480GB,533,77.2,7123,https://ssd.userbenchmark.com/SpeedTest/38603/TOSHIBA-Q300
SSD,CT1000MX200SSD1,Crucial,MX200 1TB,534,77.2,4563,https://ssd.userbenchmark.com/Crucial-MX200-1TB/Rating/3578
SSD,,Liteonit,LMT-256M6M 256GB,535,77.1,528,https://ssd.userbenchmark.com/SpeedTest/5242/LITEONIT-LMT-256M6M
SSD,SD5SB2-512G,SanDisk,X100 512GB,536,77.1,120,https://ssd.userbenchmark.com/SpeedTest/21973/SanDisk-SD5SB2512G
SSD,SSDSC2BB240G4,Intel,S3500 Series 240GB,537,77,644,https://ssd.userbenchmark.com/SpeedTest/14275/INTEL-SSDSC2BB240G4
SSD,CSSD-F240GBLEB,Corsair,Force LE 240GB,538,77,25755,https://ssd.userbenchmark.com/SpeedTest/42143/Corsair-Force-LE-SSD
SSD,SD8SB8U-512G-1122,SanDisk,X400 512GB,539,77,10359,https://ssd.userbenchmark.com/SpeedTest/74118/SanDisk-SD8SB8U512G1122
SSD,,Apple,SD0256F 251GB,540,77,296,https://ssd.userbenchmark.com/SpeedTest/6365/APPLE-SSD-SD0256F
SSD,GP-GSTFS30256GTTD,Gigabyte,UD PRO 256GB,541,77,2861,https://ssd.userbenchmark.com/SpeedTest/514244/GIGABYTE-GP-GSTFS30256GTTD
SSD,MKNSSDRE256GB,Mushkin,Reactor 256GB,542,76.9,1294,https://ssd.userbenchmark.com/SpeedTest/30195/MKNSSDRE256GB
SSD,,PNY,SSD2SC240GD4DH08B-T 240GB,543,76.8,115,https://ssd.userbenchmark.com/SpeedTest/7546/SSD2SC240GD4DH08B-T
SSD,CT480M500SSD3,Crucial,M500 mSATA 480GB,544,76.8,390,https://ssd.userbenchmark.com/SpeedTest/5698/Crucial-CT480M500SSD3
SSD,TS256GMTS400,Transcend,MTS400 M.2 256GB,545,76.8,1167,https://ssd.userbenchmark.com/SpeedTest/18101/TS256GMTS400
SSD,SDSSDHP-128G-G25,SanDisk,Ultra Plus 128GB,546,76.8,16709,https://ssd.userbenchmark.com/SanDisk-Ultra-Plus-128GB/Rating/1887
SSD,SSDSC2CT240A4K5,Intel,335 Series 240GB,547,76.8,4220,https://ssd.userbenchmark.com/Intel-335-Series-240GB/Rating/1942
SSD,ASX900S3-256GM-C,Adata,XPG SX900 256GB,548,76.6,6726,https://ssd.userbenchmark.com/Adata-XPG-SX900-256GB/Rating/1819
SSD,CT240M500SSD1,Crucial,M500 240GB,549,76.6,31779,https://ssd.userbenchmark.com/Crucial-M500-240GB/Rating/1551
SSD,ASP550SS3-480GM-C,Adata,Premier SP550 480GB,550,76.4,12234,https://ssd.userbenchmark.com/Adata-Premier-SP550-480GB/Rating/3624
SSD,SD8SB8U-256G-1122,SanDisk,X400 256GB,551,76.4,3059,https://ssd.userbenchmark.com/SpeedTest/81834/SanDisk-SD8SB8U256G1122
SSD,PPSE240GS25SSDR,Patriot,Pyro SE 240GB,552,76.4,49,https://ssd.userbenchmark.com/SpeedTest/15337/Patriot-Pyro-SE
SSD,,Toshiba,THNSNH128GCST 128GB,553,76.3,1729,https://ssd.userbenchmark.com/SpeedTest/5795/TOSHIBA-THNSNH128GCST
SSD,,Samsung,SM841 mSATA 128GB,554,76.2,865,https://ssd.userbenchmark.com/SpeedTest/6657/SAMSUNG-SSD-SM841-mSATA-128GB
SSD,,Samsung,SM841N mSATA 256GB,555,76.2,633,https://ssd.userbenchmark.com/SpeedTest/17959/SAMSUNG-SSD-SM841N-mSATA
SSD,,Liteonit,LMT-128L9M-11 MSATA 128GB,556,76.2,544,https://ssd.userbenchmark.com/SpeedTest/12669/LITEONIT-LMT-128L9M-11-MSATA-128GB
SSD,SDSSDX-240G-G25,SanDisk,Extreme 240GB,557,76.2,7034,https://ssd.userbenchmark.com/SanDisk-Extreme-240GB/Rating/1328
SSD,R3SL480G,AMD,Radeon R3 480GB,558,76.1,653,https://ssd.userbenchmark.com/SpeedTest/134345/R3SL480G
SSD,SSDSC2KW480H6,Intel,540s Series 480GB,559,76.1,5500,https://ssd.userbenchmark.com/SpeedTest/128513/INTEL-SSDSC2KW480H6
SSD,SDSSDHII-120G-G25,SanDisk,Ultra II 120GB,560,76,9139,https://ssd.userbenchmark.com/SanDisk-Ultra-II-120GB/Rating/3486
SSD,CT128MX100SSD1,Crucial,MX100 128GB,561,75.9,9892,https://ssd.userbenchmark.com/Crucial-MX100-128GB/Rating/2618
SSD,,Apple,SM0512F 500GB,562,75.9,524,https://ssd.userbenchmark.com/SpeedTest/9630/APPLE-SSD-SM0512F
SSD,TRN150-25SAT3-240G,OCZ,Trion 150 240GB,563,75.9,27969,https://ssd.userbenchmark.com/OCZ-Trion-150-240GB/Rating/3619
SSD,SSD7CS1311-240-RB,PNY,CS1311 240GB,564,75.8,50216,https://ssd.userbenchmark.com/PNY-CS1311-240GB/Rating/3615
SSD,,Samsung,MZNTE512HMJH-000SO 512GB,565,75.8,348,https://ssd.userbenchmark.com/SpeedTest/7215/SAMSUNG-MZNTE512HMJH-000SO
SSD,SSD7CS900-480-RB,PNY,CS900 480GB,566,75.8,32225,https://ssd.userbenchmark.com/SpeedTest/195106/PNY-CS900-480GB-SSD
SSD,SSDSC2BW240A4,Intel,530 Series 240GB,567,75.7,16872,https://ssd.userbenchmark.com/SpeedTest/3104/INTEL-SSDSC2BW240A4
SSD,,Liteonit,LCT-256M3S 2.5 7mm 256GB,568,75.7,2208,https://ssd.userbenchmark.com/SpeedTest/2666/LITEONIT-LCT-256M3S-25-7mm-256GB
SSD,ASP550SS3-240GM-C,Adata,Premier SP550 240GB,569,75.6,52177,https://ssd.userbenchmark.com/Adata-Premier-SP550-240GB/Rating/3623
SSD,ST120HM000,Seagate,600 120GB,570,75.6,655,https://ssd.userbenchmark.com/Seagate-600-120GB/Rating/1891
SSD,CT275MX300SSD1,Crucial,MX300 275GB,571,75.6,103714,https://ssd.userbenchmark.com/Crucial-MX300-275GB/Rating/3642
SSD,THNSNJ128G8NU,Toshiba,HG6 SATA M.2 128GB,572,75.5,5880,https://ssd.userbenchmark.com/SpeedTest/14053/TOSHIBA-THNSNJ128G8NU
SSD,SD6SN1M-256G,SanDisk,X110 SATA M.2 256GB,573,75.5,2150,https://ssd.userbenchmark.com/SpeedTest/10522/SanDisk-SD6SN1M-256G-1006
SSD,VTX450-25SAT3-128G,OCZ,Vertex 450 128GB,574,75.5,1040,https://ssd.userbenchmark.com/OCZ-Vertex-450-128GB/Rating/1896
SSD,,Liteonit,LAT-256M3S 256GB,575,75.4,575,https://ssd.userbenchmark.com/SpeedTest/9087/LITEONIT-LAT-256M3S
SSD,SSDSC2BW240H601,Intel,535 Series 240GB,576,75.4,11166,https://ssd.userbenchmark.com/Intel-535-Series-240GB/Rating/3500
SSD,CSSD-P128GBP-BK,Corsair,Performance Pro 128GB,577,75.4,268,https://ssd.userbenchmark.com/SpeedTest/5273/Corsair-Performance-Pro
SSD,,Liteonit,LCM-256M3S 256GB,578,75.3,782,https://ssd.userbenchmark.com/SpeedTest/5988/LITEONIT-LCM-256M3S
SSD,,Toshiba,THNSNS120GBSP 120GB,579,75.3,90,https://ssd.userbenchmark.com/SpeedTest/7190/TOSHIBA-THNSNS120GBSP
SSD,,OCZ,VERTEX2 240GB,580,75.2,3,https://ssd.userbenchmark.com/SpeedTest/127/OCZ-VERTEX2
SSD,VTX3MI-25SAT3-240G,OCZ,Vertex 3 MAX IOPS 240GB,581,75.2,1284,https://ssd.userbenchmark.com/OCZ-Vertex-3-MAX-IOPS-240GB/Rating/376
SSD,CT240BX200SSD1,Crucial,BX200 240GB,582,75.1,65259,https://ssd.userbenchmark.com/Crucial-BX200-240GB/Rating/3626
SSD,CT480BX200SSD1,Crucial,BX200 480GB,583,75,16939,https://ssd.userbenchmark.com/Crucial-BX200-480GB/Rating/3627
SSD,,Samsung,MZ7TE512HMHP-000 512GB,584,75,3033,https://ssd.userbenchmark.com/SpeedTest/10608/SAMSUNG-MZ7TE512HMHP-000
SSD,THNSNJ256GMCU,Toshiba,HG6 mSATA 256GB,585,74.9,1754,https://ssd.userbenchmark.com/SpeedTest/10622/TOSHIBA-THNSNJ256GMCU
SSD,TS256GMTS800,Transcend,MTS800 M.2 256GB,586,74.9,2362,https://ssd.userbenchmark.com/SpeedTest/20255/TS256GMTS800
SSD,SD7SN3Q-256G-1002,SanDisk,X300s SATA M.2 256GB,587,74.8,916,https://ssd.userbenchmark.com/SpeedTest/25276/SanDisk-SD7SN3Q256G1002
SSD,PX-128M5M,Plextor,M5M mSATA 128GB,588,74.8,583,https://ssd.userbenchmark.com/SpeedTest/5214/PLEXTOR-PX-128M5M
SSD,SD7SB6S-256G-1122,SanDisk,X300 256GB,589,74.8,3404,https://ssd.userbenchmark.com/SpeedTest/19618/SanDisk-SD7SB6S256G1122
SSD,RVD3X2-FHPX4-240G,OCZ,RevoDrive 3 X2 PCIe 240GB,590,74.7,1088,https://ssd.userbenchmark.com/SpeedTest/6546/OCZ-REVODRIVE3-X2
SSD,MKNSSDCR240GB-DX,Mushkin,Chronos Deluxe 240GB,591,74.7,1826,https://ssd.userbenchmark.com/Mushkin-Chronos-Deluxe-240GB/Rating/1820
SSD,SA400S37/480G,Kingston,A400 480GB,592,74.7,415649,https://ssd.userbenchmark.com/SpeedTest/296710/KINGSTON-SA400S37480G
SSD,VTX3-25SAT3-256G,OCZ,Vertex 3 256GB,593,74.7,66,https://ssd.userbenchmark.com/SpeedTest/5486/OCZ-VERTEX3
SSD,WDS250G1B0B,WD,Blue SATA M.2 250GB,594,74.7,13463,https://ssd.userbenchmark.com/SpeedTest/190515/WDC-WDS250G1B0B-00AS40
SSD,TS256GSSD320,Transcend,SSD320 256GB,595,74.6,181,https://ssd.userbenchmark.com/SpeedTest/3357/TS256GSSD320
SSD,SSDSC2CT240A3,Intel,330 Series 240GB,596,74.4,1960,https://ssd.userbenchmark.com/SpeedTest/3643/INTEL-SSDSC2CT240A3
SSD,PX-128M6V,Plextor,M6V 128GB,597,74.4,405,https://ssd.userbenchmark.com/SpeedTest/31385/PLEXTOR-PX-128M6V
SSD,TS256GMSA370,Transcend,MSA370 mSATA 256GB,598,74.3,246,https://ssd.userbenchmark.com/SpeedTest/16272/TS256GMSA370
SSD,,Geil,Zenith S3 240GB,599,74.3,81,https://ssd.userbenchmark.com/SpeedTest/15208/GeIL-ZENITH-S3-240GB
SSD,CSSD-F128GBGS-BK,Corsair,Force GS 128GB,600,74.3,5048,https://ssd.userbenchmark.com/SpeedTest/3191/Corsair-Force-GS
SSD,,Liteonit,LCT-256M3S-41 7mm 256GB FDE,601,74.2,294,https://ssd.userbenchmark.com/SpeedTest/5825/LITEONIT-LCT-256M3S-41-7mm-256GB-FDE
SSD,TS256GSSD720,Transcend,SD720 256GB,602,74.2,312,https://ssd.userbenchmark.com/SpeedTest/11778/TS256GSS-TS256GSSD720
SSD,THNSNH128GMCT,Toshiba,HG5d Q Series mSATA 128GB,603,74.1,741,https://ssd.userbenchmark.com/SpeedTest/3134/TOSHIBA-THNSNH128GMCT
SSD,SH103S3/120G,Kingston,HyperX 3K 120GB,604,74.1,46066,https://ssd.userbenchmark.com/Kingston-HyperX-3K-120GB/Rating/1894
SSD,SSDSC2CW120A3,Intel,520 Series 120GB,605,74,19348,https://ssd.userbenchmark.com/Intel-520-Series-120GB/Rating/1935
SSD,ASP900S3-256GM-C,Adata,SP900 256GB,606,74,9430,https://ssd.userbenchmark.com/SpeedTest/3534/ADATA-SP900
SSD,,Liteonit,L8T-128L6G-HP 128GB,607,74,473,https://ssd.userbenchmark.com/SpeedTest/4986/LITEONIT-L8T-128L6G-HP
SSD,SSDSC2KW128G8,Intel,545s Series 128GB,608,73.8,3955,https://ssd.userbenchmark.com/SpeedTest/372338/INTEL-SSDSC2KW128G8
SSD,AS511S3-240GM-C,Adata,S511 240GB,609,73.7,59,https://ssd.userbenchmark.com/SpeedTest/2462/ADATA-SS-D-S511-240GB
SSD,ASU635SS-960GQ-R,Adata,SU635 960GB,610,73.5,2004,https://ssd.userbenchmark.com/SpeedTest/802076/ADATA-SU635
SSD,,Adata,SP600 128GB,611,73.4,8600,https://ssd.userbenchmark.com/SpeedTest/7306/ADATA-SP600
SSD,VTX3MI-25SAT3-120G,OCZ,Vertex 3 MAX IOPS 120GB,612,73.4,3124,https://ssd.userbenchmark.com/SpeedTest/1201/OCZ-VERTEX3-MI
SSD,SSDSC2BW180H601,Intel,535 Series 180GB,613,73.4,480,https://ssd.userbenchmark.com/SpeedTest/27834/INTEL-SSDSC2BW180H6
SSD,R3SL240G,AMD,Radeon R3 240GB,614,73.3,5544,https://ssd.userbenchmark.com/SpeedTest/134613/R3SL240G
SSD,PX-128M3,Plextor,M3 128GB,615,73.3,702,https://ssd.userbenchmark.com/SpeedTest/1301/PLEXTOR-PX-128M3
SSD,SD5SB2-128G-1006E,SanDisk,X100 128GB,616,73.2,1695,https://ssd.userbenchmark.com/SpeedTest/3767/SanDisk-SD5SB2-128G-1006E
SSD,MZ-7PC512B/WW,Samsung,830 512GB,617,73.2,1815,https://ssd.userbenchmark.com/SpeedTest/1612/SAMSUNG-SSD-830-Series
SSD,,SK,hynix SH920 2.5 256GB,618,73.1,2404,https://ssd.userbenchmark.com/SpeedTest/6594/SK--hynix-SH920-25
SSD,SD6SN1M-128G,SanDisk,X110 SATA M.2 128GB,619,73.1,770,https://ssd.userbenchmark.com/SpeedTest/9934/SanDisk-SD6SN1M128G1002
SSD,SSD2SC240GE2DA16B-T,PNY,XLR8 Pro 240GB,620,73.1,70,https://ssd.userbenchmark.com/SpeedTest/19864/SSD2SC240GE2DA16B-T
SSD,SD7UB3Q-128G-1122,SanDisk,X300s SATA 128GB,621,73.1,229,https://ssd.userbenchmark.com/SpeedTest/17035/SanDisk-SD7UB3Q128G1122
